0,0,366
0,1,367
1,0,127
2,0,242
2,1,241
3,0,396
3,1,395
5,0,29
5,1,28
6,0,66
6,1,67
7,0,341
7,1,342
8,0,396
8,1,395
9,0,11
9,1,12
10,0,58
10,1,59
11,0,422
11,1,421
12,0,16
12,1,15
13,0,16
13,1,15
14,0,10
14,1,9
15,0,34
16,0,237
16,1,236
17,0,11
17,1,12
18,0,58
18,1,59
19,0,24
19,1,25
20,0,23
21,0,85
21,1,84
22,0,329
22,1,328
23,0,73
24,0,350
24,1,349
25,0,23
26,0,341
26,1,342
27,0,72
27,1,71
27,2,70
28,0,144
29,0,402
30,0,235
30,1,234
31,0,358
31,1,357
32,0,14
32,1,13
33,0,31
33,1,30
34,0,33
34,1,32
35,0,338
35,1,339
36,0,245
36,1,247
36,2,246
37,0,40
37,1,39
38,0,35
38,1,36
39,0,75
39,1,74
40,0,50
40,1,49
41,0,379
41,1,378
41,2,380
42,0,38
42,1,37
43,0,46
43,1,47
43,2,48
44,0,51
45,0,43
45,1,41
45,2,42
46,0,356
47,0,44
47,1,45
48,0,43
48,1,41
48,2,42
49,0,364
49,1,365
50,0,19
50,1,20
51,0,330
52,0,360
52,1,361
53,0,60
53,1,61
54,0,406
54,1,405
55,0,133
55,1,132
56,0,10
56,1,9
57,0,27
57,1,26
58,0,341
58,1,342
59,0,7
59,1,6
59,2,8
60,0,128
60,1,129
61,0,62
61,1,63
62,0,68
62,1,69
63,0,64
63,1,65
64,0,66
64,1,67
65,0,27
65,1,26
66,0,5
67,0,396
67,1,395
68,0,320
68,1,321
69,0,144
70,0,57
70,1,56
71,0,27
71,1,26
72,0,410
72,1,409
73,0,22
73,1,21
74,0,394
75,0,307
75,1,308
76,0,79
77,0,75
77,1,74
78,0,50
78,1,49
79,0,81
79,1,80
80,0,118
80,1,119
81,0,117
82,0,24
82,1,25
83,0,76
83,1,78
83,2,77
84,0,81
84,1,80
85,0,311
85,1,312
86,0,98
87,0,106
87,1,105
89,0,279
90,0,89
90,1,88
91,0,85
91,1,84
92,0,394
93,0,76
93,1,78
93,2,77
94,0,307
94,1,308
95,0,376
95,1,377
96,0,337
97,0,94
97,1,95
98,0,99
98,1,100
99,0,110
99,1,109
100,0,101
101,0,103
101,1,102
102,0,104
103,0,369
104,0,283
104,1,282
105,0,112
105,1,111
106,0,267
106,1,268
107,0,98
108,0,106
108,1,105
109,0,108
109,1,107
110,0,259
111,0,125
112,0,114
112,1,113
113,0,120
113,1,121
114,0,116
114,1,115
115,0,117
116,0,276
116,1,275
117,0,299
117,1,300
117,2,301
118,0,124
118,1,123
119,0,122
120,0,124
120,1,123
121,0,122
122,0,125
123,0,120
123,1,121
124,0,116
124,1,115
125,0,87
125,1,86
126,0,141
126,1,140
126,2,142
127,0,410
127,1,409
128,0,68
128,1,69
129,0,60
129,1,61
130,0,128
130,1,129
131,0,134
132,0,134
133,0,130
133,1,131
134,0,53
134,1,52
135,0,319
135,1,318
136,0,138
137,0,136
137,1,135
138,0,139
139,0,141
139,1,140
139,2,142
140,0,139
141,0,126
142,0,406
142,1,405
144,0,64
144,1,65
145,0,210
145,1,209
146,0,148
146,1,147
147,0,149
149,0,225
150,0,177
151,0,340
152,0,153
153,0,154
153,1,155
154,0,156
154,1,157
155,0,4
156,0,164
156,1,165
157,0,158
157,1,159
158,0,177
159,0,153
160,0,168
161,0,251
162,0,253
162,1,252
163,0,416
163,1,415
164,0,256
164,1,257
165,0,174
165,1,175
166,0,172
167,0,393
167,1,392
168,0,166
168,1,167
169,0,374
169,1,375
170,0,370
170,1,371
171,0,345
171,1,343
171,2,344
172,0,173
173,0,161
173,1,162
174,0,255
174,1,254
175,0,160
176,0,173
177,0,178
178,0,188
178,1,187
179,0,411
180,0,417
180,1,419
180,2,418
181,0,314
181,1,313
182,0,221
182,1,222
183,0,179
183,1,180
184,0,178
185,0,221
185,1,222
187,0,148
187,1,147
188,0,190
188,1,189
189,0,210
189,1,209
190,0,192
190,1,191
191,0,217
192,0,182
192,1,181
193,0,217
194,0,182
194,1,181
195,0,193
195,1,194
196,0,289
197,0,196
197,1,195
198,0,215
199,0,208
199,1,207
200,0,206
201,0,233
201,1,232
202,0,214
203,0,288
204,0,215
205,0,196
205,1,195
206,0,216
207,0,145
207,1,146
208,0,200
208,1,201
209,0,190
209,1,189
210,0,200
210,1,201
211,0,154
211,1,155
212,0,293
212,1,292
213,0,294
213,1,295
214,0,298
215,0,206
216,0,205
216,1,204
217,0,216
218,0,287
218,1,286
219,0,220
221,0,220
222,0,213
222,1,212
223,0,179
223,1,180
224,0,333
225,0,150
225,1,151
225,2,152
226,0,214
227,0,101
228,0,309
228,1,310
229,0,198
229,1,197
230,0,33
230,1,32
231,0,233
231,1,232
232,0,199
233,0,244
233,1,243
234,0,376
234,1,377
235,0,230
235,1,231
236,0,400
236,1,401
237,0,239
237,1,238
239,0,240
240,0,18
240,1,17
241,0,18
241,1,17
243,0,237
243,1,236
244,0,34
245,0,355
246,0,31
246,1,30
247,0,14
247,1,13
248,0,411
249,0,164
249,1,165
250,0,334
250,1,335
251,0,163
252,0,172
253,0,160
254,0,253
254,1,252
255,0,251
256,0,163
257,0,255
257,1,254
258,0,309
258,1,310
259,0,258
260,0,259
261,0,266
262,0,315
263,0,261
263,1,260
264,0,269
264,1,270
265,0,262
265,1,263
266,0,108
266,1,107
267,0,262
267,1,263
268,0,266
269,0,114
269,1,113
270,0,267
270,1,268
271,0,373
271,1,372
272,0,305
272,1,306
273,0,271
273,1,272
274,0,264
274,1,265
275,0,269
275,1,270
276,0,273
276,1,274
277,0,279
278,0,398
279,0,324
279,1,323
280,0,326
280,1,327
281,0,22
281,1,21
282,0,104
283,0,369
284,0,233
284,1,232
285,0,199
286,0,213
286,1,212
287,0,288
288,0,226
289,0,297
289,1,296
290,0,289
291,0,294
291,1,295
292,0,193
292,1,194
293,0,291
293,1,290
294,0,384
295,0,203
295,1,202
296,0,298
297,0,203
297,1,202
298,0,198
298,1,197
299,0,383
300,0,389
300,1,390
301,0,276
301,1,275
302,0,304
303,0,271
303,1,272
305,0,404
306,0,388
306,1,387
307,0,358
307,1,357
308,0,235
308,1,234
309,0,110
309,1,109
310,0,228
310,1,227
311,0,79
312,0,348
313,0,184
313,1,183
314,0,186
314,1,185
315,0,302
315,1,303
316,0,258
317,0,315
318,0,130
318,1,131
319,0,320
319,1,321
320,0,319
320,1,318
321,0,402
322,0,29
322,1,28
323,0,325
325,0,277
325,1,278
327,0,329
327,1,328
328,0,326
328,1,327
329,0,89
329,1,88
330,0,331
331,0,53
331,1,52
332,0,228
332,1,227
333,0,223
333,1,224
334,0,336
335,0,158
335,1,159
336,0,177
337,0,229
338,0,359
339,0,363
339,1,362
341,0,27
341,1,26
342,0,7
342,1,6
342,2,8
343,0,370
343,1,371
344,0,391
345,0,169
346,0,171
346,1,170
347,0,403
348,0,82
348,1,83
349,0,348
350,0,311
350,1,312
351,0,355
352,0,245
352,1,247
352,2,246
353,0,1
353,1,0
354,0,51
355,0,57
355,1,56
356,0,19
356,1,20
357,0,35
357,1,36
358,0,40
358,1,39
359,0,381
359,1,382
360,0,127
361,0,1
361,1,0
362,0,354
362,1,353
363,0,359
364,0,356
365,0,46
365,1,47
365,2,48
366,0,363
366,1,362
367,0,351
367,1,352
368,0,400
368,1,401
369,0,332
370,0,169
371,0,403
373,0,304
374,0,168
375,0,156
375,1,157
376,0,230
376,1,231
377,0,229
378,0,381
378,1,382
379,0,43
379,1,41
379,2,42
380,0,38
380,1,37
381,0,379
381,1,378
381,2,380
382,0,354
382,1,353
383,0,273
383,1,274
384,0,294
384,1,295
385,0,389
385,1,390
386,0,90
386,1,91
387,0,398
388,0,404
389,0,388
389,1,387
390,0,383
391,0,345
391,1,343
391,2,344
393,0,391
394,0,94
394,1,95
395,0,3
395,1,2
396,0,7
396,1,6
396,2,8
397,0,145
397,1,146
398,0,386
398,1,385
400,0,143
401,0,284
401,1,285
402,0,137
403,0,4
