ori,des,path,len
391,32,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_32,16
414,221,414_248_411_413_185_221,6
391,200,391_345_169_375_157_158_177_178_188_189_210_200,12
331,13,331_52_361_0_367_352_247_13,8
317,376,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_234_376,18
331,393,331_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,26
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
414,202,414_248_411_413_185_222_213_295_202,9
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
19,155,19_24_349_348_83_77_75_308_235_231_232_199_207_146_147_149_225_152_153_155,20
414,202,414_248_411_413_185_222_213_295_202,9
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
87,258,87_106_267_263_260_259_258,7
348,279,348_83_77_75_308_235_231_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,22
414,202,414_248_411_413_185_222_213_295_202,9
82,404,82_24_350_311_79_81_117_300_389_388_404,11
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
414,202,414_248_411_413_185_222_213_295_202,9
391,32,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_32,16
150,279,150_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,22
317,89,317_315_303_272_306_387_398_386_90_89,10
391,51,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_49_365_47_44_51,24
150,221,150_177_178_188_190_192_182_221,8
414,202,414_248_411_413_185_222_213_295_202,9
47,13,47_45_42_38_36_247_13,7
150,221,150_177_178_188_190_192_182_221,8
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
414,147,414_248_411_412_184_178_187_147,8
145,393,145_209_190_192_181_313_183_180_418_249_165_175_160_168_167_393,16
391,147,391_345_169_375_157_158_177_178_187_147,10
391,393,391_345_169_375_157_158_177_178_188_190_192_181_313_183_180_418_249_165_175_160_168_167_393,23
346,163,346_170_370_169_375_156_164_256_163,9
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
145,221,145_209_190_192_182_221,6
346,51,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_49_365_47_44_51,25
414,147,414_248_411_412_184_178_187_147,8
346,330,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_49_365_47_44_51_330,26
346,255,346_170_370_169_375_156_165_174_255,9
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
346,323,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279_323,29
145,393,145_209_190_192_181_313_183_180_418_249_165_175_160_168_167_393,16
47,13,47_45_42_38_36_247_13,7
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
55,56,55_132_134_52_360_127_409_70_56,9
16,155,16_236_401_285_199_207_146_147_149_225_152_153_155,13
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
45,51,45_41_378_382_354_51,6
346,256,346_170_370_169_375_156_164_256,8
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
346,185,346_170_370_169_375_157_158_177_178_188_190_192_181_314_185,15
281,393,281_21_85_312_348_83_77_75_308_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,27
281,259,281_21_84_81_117_299_383_274_265_263_260_259,12
391,279,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,27
346,292,346_170_370_169_375_157_158_177_178_188_190_192_182_222_212_292,16
281,259,281_21_84_81_117_299_383_274_265_263_260_259,12
356,258,356_19_24_350_311_79_80_118_124_116_276_274_265_263_260_259_258,17
145,221,145_209_190_192_182_221,6
346,200,346_170_370_169_375_157_158_177_178_188_189_210_200,13
281,258,281_21_84_81_117_299_383_274_265_263_260_259_258,13
346,393,346_170_370_169_375_156_165_175_160_168_167_393,12
145,393,145_209_190_192_181_313_183_180_418_249_165_175_160_168_167_393,16
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
145,221,145_209_190_192_182_221,6
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
317,82,317_315_303_272_306_387_398_386_91_85_312_348_82,13
317,404,317_315_303_272_305_404,6
356,258,356_19_24_350_311_79_80_118_124_116_276_274_265_263_260_259_258,17
205,393,205_195_194_181_313_183_180_418_249_165_175_160_168_167_393,15
317,279,317_315_303_272_306_387_398_386_90_89_279,11
248,393,248_411_412_183_180_418_249_165_175_160_168_167_393,13
346,80,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_19_24_350_311_79_80,27
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
346,256,346_170_370_169_375_156_164_256,8
411,202,411_413_185_222_213_295_202,7
317,239,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_235_231_233_243_237_239,22
317,89,317_315_303_272_306_387_398_386_90_89,10
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
415,393,415_249_165_175_160_168_167_393,8
346,373,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_19_24_350_311_79_80_118_124_116_276_273_271_373,34
346,232,346_170_370_169_375_157_158_177_178_188_189_210_201_232,14
414,202,414_248_411_413_185_222_213_295_202,9
317,89,317_315_303_272_306_387_398_386_90_89,10
317,89,317_315_303_272_306_387_398_386_90_89,10
49,400,49_365_48_42_37_39_75_308_235_231_233_243_236_400,14
317,8,317_315_303_272_306_387_398_386_91_85_312_348_83_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,28
317,89,317_315_303_272_306_387_398_386_90_89,10
414,221,414_248_411_413_185_221,6
317,89,317_315_303_272_306_387_398_386_90_89,10
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
55,393,55_132_134_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,28
391,256,391_345_169_375_156_164_256,7
346,256,346_170_370_169_375_156_164_256,8
356,259,356_19_24_350_311_79_81_117_299_383_274_265_263_260_259,15
414,202,414_248_411_413_185_222_213_295_202,9
317,74,317_315_303_272_306_387_398_386_91_85_312_348_83_77_74,15
317,89,317_315_303_272_306_387_398_386_90_89,10
346,279,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,28
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
414,202,414_248_411_413_185_222_213_295_202,9
93,404,93_76_79_81_117_300_389_388_404,9
93,8,93_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,16
93,51,93_78_49_365_47_44_51,7
346,256,346_170_370_169_375_156_164_256,8
317,404,317_315_303_272_305_404,6
317,89,317_315_303_272_306_387_398_386_90_89,10
16,155,16_236_401_285_199_207_146_147_149_225_152_153_155,13
317,89,317_315_303_272_306_387_398_386_90_89,10
346,323,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279_323,29
45,13,45_42_38_36_247_13,6
346,279,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,28
317,279,317_315_303_272_306_387_398_386_90_89_279,11
317,89,317_315_303_272_306_387_398_386_90_89,10
93,404,93_76_79_81_117_300_389_388_404,9
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
159,393,159_153_154_156_165_175_160_168_167_393,10
317,89,317_315_303_272_306_387_398_386_90_89,10
317,365,317_315_303_272_306_387_398_386_91_85_312_348_83_78_49_365,16
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
93,8,93_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,16
15,323,15_34_33_31_358_40_50_20_23_73_22_329_89_279_323,15
55,67,55_132_134_53_61_63_64_67,8
97,32,97_94_308_235_230_32,6
317,246,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_235_230_33_31_357_36_246,23
346,181,346_170_370_169_375_157_158_177_178_188_190_192_181,13
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
159,163,159_153_154_156_164_256_163,7
346,234,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_30_234,19
93,51,93_78_49_365_47_44_51,7
87,258,87_106_267_263_260_259_258,7
346,279,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,28
97,279,97_94_307_358_40_50_20_23_73_22_329_89_279,13
346,200,346_170_370_169_375_157_158_177_178_188_189_210_200,13
93,404,93_76_79_81_117_300_389_388_404,9
97,8,97_94_307_357_35_339_362_353_1_127_409_71_26_342_8,15
317,404,317_315_303_272_305_404,6
16,155,16_236_401_285_199_207_146_147_149_225_152_153_155,13
281,404,281_21_84_81_117_300_389_388_404,9
317,89,317_315_303_272_306_387_398_386_90_89,10
205,240,205_195_194_181_313_184_178_188_189_210_201_233_243_237_239_240,16
317,89,317_315_303_272_306_387_398_386_90_89,10
93,8,93_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,16
281,258,281_21_84_80_118_124_116_276_274_265_263_260_259_258,14
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
93,404,93_76_79_81_117_300_389_388_404,9
205,210,205_195_194_181_313_184_178_188_189_210,10
281,258,281_21_84_81_117_299_383_274_265_263_260_259_258,13
109,89,109_108_105_112_114_116_276_273_272_306_387_398_386_90_89,15
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
93,51,93_78_49_365_47_44_51,7
331,67,331_53_61_63_64_67,6
205,210,205_195_194_181_313_184_178_188_189_210,10
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
281,404,281_21_84_81_117_300_389_388_404,9
93,8,93_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,16
87,302,87_106_267_262_315_302,6
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
205,393,205_195_194_181_313_183_180_418_249_165_175_160_168_167_393,15
211,163,211_154_156_164_256_163,6
162,393,162_253_160_168_167_393,6
19,258,19_24_350_311_79_81_117_299_383_274_265_263_260_259_258,15
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
348,373,348_83_78_50_19_24_350_311_79_80_118_124_116_276_273_271_373,17
211,415,211_154_156_164_256_163_415,7
317,89,317_315_303_272_306_387_398_386_90_89,10
15,258,15_34_33_31_358_40_50_20_23_73_21_84_80_118_124_116_276_274_265_263_260_259_258,23
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
391,23,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23,22
211,200,211_154_157_158_177_178_188_189_210_200,10
414,202,414_248_411_413_185_222_213_295_202,9
244,239,244_34_33_31_358_40_49_364_356_19_24_349_348_83_77_75_308_235_231_233_243_237_239,23
391,200,391_345_169_375_157_158_177_178_188_189_210_200,12
317,89,317_315_303_272_306_387_398_386_90_89,10
394,365,394_94_307_358_40_49_365,7
414,202,414_248_411_413_185_222_213_295_202,9
55,67,55_132_134_53_61_63_64_67,8
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
16,225,16_236_401_285_199_207_146_147_149_225,10
391,356,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_49_364_356,22
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
317,404,317_315_303_272_305_404,6
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
211,244,211_154_157_158_177_178_188_189_210_201_233_244,12
391,225,391_345_169_375_157_158_177_178_187_147_149_225,12
150,221,150_177_178_188_190_192_182_221,8
45,13,45_42_38_36_247_13,6
414,202,414_248_411_413_185_222_213_295_202,9
391,244,391_345_169_375_157_158_177_178_188_189_210_201_233_244,14
145,221,145_209_190_192_182_221,6
47,8,47_45_41_378_382_353_1_127_409_71_26_342_8,13
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
414,221,414_248_411_413_185_221,6
211,163,211_154_156_164_256_163,6
87,302,87_106_267_262_315_302,6
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
47,10,47_45_42_38_36_245_355_56_10,9
391,225,391_345_169_375_157_158_177_178_187_147_149_225,12
145,221,145_209_190_192_182_221,6
414,314,414_248_411_413_185_222_212_292_194_181_314,11
87,258,87_106_267_263_260_259_258,7
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
337,393,337_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,17
281,323,281_22_329_89_279_323,6
137,68,137_135_318_130_128_68,6
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
145,393,145_209_190_192_181_313_183_180_418_249_165_175_160_168_167_393,16
346,259,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_19_24_350_311_79_81_117_299_383_274_265_263_260_259,35
47,14,47_45_42_38_36_247_14,7
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
145,221,145_209_190_192_182_221,6
346,256,346_170_370_169_375_156_164_256,8
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
87,393,87_106_267_262_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,37
55,67,55_132_134_53_61_63_64_67,8
145,221,145_209_190_192_182_221,6
346,256,346_170_370_169_375_156_164_256,8
87,302,87_106_267_262_315_302,6
145,221,145_209_190_192_182_221,6
47,13,47_45_42_38_36_247_13,7
346,163,346_170_370_169_375_156_164_256_163,9
211,163,211_154_156_164_256_163,6
145,221,145_209_190_192_182_221,6
281,155,281_21_85_312_348_83_77_75_308_235_231_232_199_207_146_147_149_225_152_153_155,21
346,279,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,28
87,258,87_106_267_263_260_259_258,7
346,200,346_170_370_169_375_157_158_177_178_188_189_210_200,13
145,221,145_209_190_192_182_221,6
415,240,415_250_335_158_177_178_188_189_210_201_233_243_237_239_240,15
93,51,93_78_49_365_47_44_51,7
348,323,348_83_78_50_20_23_73_22_329_89_279_323,12
145,323,145_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279_323,19
19,74,19_24_349_348_83_77_74,7
87,89,87_106_267_262_315_303_272_306_387_398_386_90_89,13
145,393,145_209_190_192_181_313_183_180_418_249_165_175_160_168_167_393,16
281,258,281_21_84_81_117_299_383_274_265_263_260_259_258,13
49,394,49_365_48_42_37_39_74_394,8
411,202,411_413_185_222_213_295_202,7
317,404,317_315_303_272_305_404,6
298,313,298_197_195_194_181_313,6
211,163,211_154_156_164_256_163,6
376,39,376_230_33_31_358_39,6
317,89,317_315_303_272_306_387_398_386_90_89,10
415,239,415_250_335_158_177_178_188_189_210_201_233_243_237_239,14
78,66,78_49_365_48_41_378_382_353_1_127_409_71_26_342_6_66,16
55,13,55_132_134_52_361_0_367_352_247_13,10
414,202,414_248_411_413_185_222_213_295_202,9
317,348,317_315_303_272_306_387_398_386_91_85_312_348,12
346,200,346_170_370_169_375_157_158_177_178_188_189_210_200,13
346,323,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279_323,29
346,32,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_32,17
317,89,317_315_303_272_306_387_398_386_90_89,10
199,155,199_207_146_147_149_225_152_153_155,9
281,8,281_21_85_312_348_83_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,21
317,404,317_315_303_272_305_404,6
346,323,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279_323,29
322,393,322_28_144_65_27_72_410_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,29
317,89,317_315_303_272_306_387_398_386_90_89,10
414,221,414_248_411_413_185_221,6
137,66,137_135_318_131_134_53_61_63_64_66,10
137,279,137_135_318_131_134_52_361_0_366_363_359_381_379_43_46_356_20_23_73_22_329_89_279,23
346,323,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279_323,29
414,221,414_248_411_413_185_222_212_292_194_182_221,11
317,89,317_315_303_272_306_387_398_386_90_89,10
317,89,317_315_303_272_306_387_398_386_90_89,10
394,221,394_95_377_229_197_195_194_182_221,9
346,348,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_19_24_349_348,25
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
317,89,317_315_303_272_306_387_398_386_90_89,10
47,50,47_45_42_37_40_50,6
346,404,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_19_24_350_311_79_81_117_300_389_388_404,32
414,221,414_248_411_413_185_221,6
93,404,93_76_79_81_117_300_389_388_404,9
346,163,346_170_370_169_375_156_164_256_163,9
317,89,317_315_303_272_306_387_398_386_90_89,10
55,67,55_133_131_134_53_61_63_64_67,9
346,225,346_170_370_169_375_157_158_177_178_187_147_149_225,13
109,266,109_108_106_267_263_261_266,7
322,318,322_29_402_137_135_318,6
317,279,317_315_303_272_306_387_398_386_90_89_279,11
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
331,67,331_53_61_63_64_67,6
346,51,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_357_35_339_362_354_51,24
317,89,317_315_303_272_306_387_398_386_90_89,10
93,51,93_78_49_365_47_44_51,7
331,13,331_52_361_0_367_352_247_13,8
55,8,55_132_134_52_360_127_409_71_26_342_8,11
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
317,89,317_315_303_272_306_387_398_386_90_89,10
93,404,93_76_79_81_117_300_389_388_404,9
346,159,346_170_370_169_375_157_159,7
317,89,317_315_303_272_306_387_398_386_90_89,10
109,117,109_108_105_112_114_115_117,7
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
317,239,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_235_231_233_243_237_239,22
317,323,317_315_303_272_306_387_398_386_90_89_279_323,12
55,13,55_132_134_52_361_0_367_352_247_13,10
346,32,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_32,17
93,51,93_78_49_365_47_44_51,7
55,393,55_132_134_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,28
346,225,346_170_370_169_375_157_158_177_178_187_147_149_225,13
97,13,97_94_307_357_36_247_13,7
391,200,391_345_169_375_157_158_177_178_188_189_210_200,12
401,147,401_285_199_207_146_147,6
93,51,93_78_49_365_47_44_51,7
317,240,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_235_231_233_243_237_239_240,23
229,221,229_197_195_194_182_221,6
346,89,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89,27
317,89,317_315_303_272_306_387_398_386_90_89,10
317,8,317_315_303_272_306_387_398_386_91_85_312_348_83_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,28
94,8,94_307_357_35_339_362_353_1_127_409_71_26_342_8,14
346,258,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_19_24_350_311_79_81_117_299_383_274_265_263_260_259_258,36
317,90,317_315_303_272_306_387_398_386_90,9
55,393,55_132_134_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,28
317,89,317_315_303_272_306_387_398_386_90_89,10
346,183,346_170_370_169_375_157_158_177_178_188_190_192_181_313_183,15
317,89,317_315_303_272_306_387_398_386_90_89,10
55,394,55_132_134_52_361_0_366_363_359_381_380_37_39_74_394,15
94,13,94_307_357_36_247_13,6
77,155,77_75_308_235_231_232_199_207_146_147_149_225_152_153_155,15
346,279,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,28
331,393,331_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,26
346,51,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_49_365_47_44_51,25
317,89,317_315_303_272_306_387_398_386_90_89,10
331,8,331_52_360_127_409_71_26_342_8,9
55,74,55_132_134_52_361_0_366_363_359_381_380_37_39_74,14
87,258,87_106_267_263_260_259_258,7
317,89,317_315_303_272_306_387_398_386_90_89,10
205,414,205_195_194_181_313_183_180_418_249_164_256_163_416_414,14
211,393,211_154_156_165_175_160_168_167_393,9
281,199,281_21_85_312_348_83_77_75_308_235_231_232_199,13
19,404,19_24_350_311_79_81_117_300_389_388_404,11
346,183,346_170_370_169_375_157_158_177_178_188_190_192_181_313_183,15
87,302,87_106_267_262_315_302,6
331,163,331_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_164_256_163,23
55,13,55_132_134_52_361_0_367_352_247_13,10
211,393,211_154_156_165_175_160_168_167_393,9
348,203,348_83_77_75_308_235_230_33_30_234_377_229_197_196_289_297_203,17
205,335,205_195_194_181_313_183_180_418_250_335,10
346,89,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89,27
94,8,94_307_357_35_339_362_353_1_127_409_71_26_342_8,14
109,301,109_108_105_112_114_115_117_301,8
199,393,199_207_146_147_149_225_152_153_154_156_165_175_160_168_167_393,16
205,393,205_195_194_181_313_183_180_418_249_165_175_160_168_167_393,15
391,182,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_33_30_234_377_229_197_195_194_182,24
87,404,87_105_112_114_115_117_300_389_388_404,10
317,89,317_315_303_272_306_387_398_386_90_89,10
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
94,404,94_307_358_40_50_19_24_350_311_79_81_117_300_389_388_404,16
391,159,391_345_169_375_157_159,6
281,258,281_21_84_81_117_299_383_274_265_263_260_259_258,13
205,393,205_195_194_181_313_183_180_418_249_165_175_160_168_167_393,15
281,323,281_22_329_89_279_323,6
93,404,93_76_79_81_117_300_389_388_404,9
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
331,13,331_52_361_0_367_352_247_13,8
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
135,67,135_318_130_128_69_144_64_67,8
331,196,331_52_361_0_367_352_246_30_234_377_229_197_196,13
411,202,411_413_185_222_213_295_202,7
391,163,391_345_169_375_156_164_256_163,8
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
28,74,28_144_65_27_72_410_366_363_359_381_380_37_39_74,14
331,56,331_52_360_127_409_70_56,7
391,147,391_345_169_375_157_158_177_178_187_147,10
391,147,391_345_169_375_157_158_177_178_187_147,10
317,239,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_235_231_233_243_237_239,22
391,192,391_345_169_375_157_158_177_178_188_190_192,11
49,37,49_365_48_41_380_37,6
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
281,221,281_21_85_312_348_83_77_75_308_234_377_229_197_195_194_182_221,17
414,202,414_248_411_413_185_222_213_295_202,9
391,415,391_345_169_375_156_164_256_163_415,9
317,36,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_307_357_36,18
391,239,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239,16
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
93,8,93_78_49_365_48_41_378_382_353_1_127_409_71_26_342_8,16
331,9,331_53_61_63_65_27_70_56_9,9
391,377,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_33_30_234_377,19
15,393,15_34_33_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,22
150,239,150_177_178_188_189_210_201_233_243_237_239,11
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
55,321,55_133_130_128_68_321,6
45,195,45_42_38_36_246_30_234_377_229_197_195,11
346,239,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239,17
45,13,45_42_38_36_247_13,6
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
391,393,391_345_169_375_156_165_175_160_168_167_393,11
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
346,163,346_170_370_169_375_156_164_256_163,9
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
317,32,317_315_303_272_306_387_398_386_91_85_312_348_83_77_75_308_235_230_32,19
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
55,196,55_132_134_52_361_0_367_352_246_30_234_377_229_197_196,15
47,74,47_45_42_37_39_74,6
346,357,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_357,19
317,89,317_315_303_272_306_387_398_386_90_89,10
346,145,346_170_370_169_375_157_158_177_178_188_189_210_201_232_199_207_145,17
55,74,55_132_134_52_361_0_366_363_359_381_380_37_39_74,14
405,393,405_55_132_134_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,29
391,240,391_345_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,17
346,357,346_170_370_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_357,19
45,8,45_41_378_382_353_1_127_409_71_26_342_8,12
94,155,94_308_235_231_232_199_207_146_147_149_225_152_153_155,14
391,8,391_345_169_375_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_49_365_48_41_378_382_353_1_127_409_71_26_342_8,33
55,163,55_132_134_52_361_0_367_352_246_30_234_377_229_197_195_194_181_313_183_180_418_249_164_256_163,25
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
298,239,298_197_195_194_181_313_184_178_188_189_210_201_233_243_237_239,16
298,393,298_197_195_194_181_313_183_180_418_249_165_175_160_168_167_393,16
346,240,346_170_370_169_375_157_158_177_178_188_189_210_201_233_243_237_239_240,18
391,213,391_345_169_375_157_158_177_178_188_190_192_182_222_213,14
281,258,281_21_84_81_117_299_383_274_265_263_260_259_258,13
346,221,346_170_370_169_375_157_158_177_178_188_190_192_182_221,14
281,183,281_21_85_312_348_83_77_75_308_234_377_229_197_195_194_181_313_183,18
346,159,346_170_370_169_375_157_159,7
192,393,192_181_313_183_180_418_249_165_175_160_168_167_393,13
317,89,317_315_303_272_306_387_398_386_90_89,10
55,57,55_132_134_53_61_63_65_27_70_57,10
281,183,281_21_85_312_348_83_77_75_308_234_377_229_197_195_194_181_313_183,18
211,279,211_154_157_158_177_178_188_189_210_201_233_244_34_33_31_358_40_50_20_23_73_22_329_89_279,25
